Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
China,2023,Malware,Education,23.74,317922,Insider,Social Engineering,Antivirus,18,0.261608045,Low,Moderate
USA,2018,DDoS,IT,82.13,220618,Unknown,Weak Passwords,Firewall,59,0.641177063,Medium,Low
India,2015,Ransomware,Telecommunications,24.70,825941,Hacker Group,Unpatched Software,VPN,54,0.420790065,Medium,Critical
China,2022,Malware,Education,60.90,331234,Unknown,Social Engineering,Antivirus,3,0.525749118,Medium,Moderate
China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59,0.358890391,Medium,Critical
Japan,2022,DDoS,Telecommunications,34.31,305329,Unknown,Unpatched Software,Firewall,40,0.331826165,Low,Moderate
Japan,2020,Phishing,Government,32.39,442923,Nation-state,Social Engineering,Encryption,57,0.359678093,Medium,Moderate
UK,2015,Ransomware,Banking,79.30,893277,Unknown,Social Engineering,Firewall,15,0.823236465,High,Critical
China,2020,Malware,Healthcare,30.86,240532,Insider,Weak Passwords,Encryption,64,0.288227552,Low,Low
USA,2016,DDoS,Healthcare,93.14,947960,Nation-state,Weak Passwords,Firewall,55,0.936537044,High,Critical
Brazil,2018,Malware,Healthcare,52.87,437283,Insider,Zero-day,Antivirus,30,0.501359813,Medium,Moderate
China,2019,Malware,Healthcare,29.61,761390,Insider,Weak Passwords,Antivirus,7,0.435791132,Medium,Critical
France,2019,Phishing,Retail,25.75,998507,Insider,Weak Passwords,AI-based Detection,15,0.479929503,Medium,Critical
India,2017,DDoS,Retail,82.17,593329,Hacker Group,Unpatched Software,AI-based Detection,62,0.753311218,High,Moderate
UK,2019,Phishing,Banking,60.07,197590,Insider,Zero-day,Encryption,62,0.479830697,Medium,Low
Japan,2017,Ransomware,Banking,50.75,53111,Hacker Group,Social Engineering,Antivirus,15,0.371224646,Medium,Low
Australia,2017,Phishing,Retail,14.88,69641,Hacker Group,Unpatched Software,Firewall,54,0.125070346,Low,Low
Germany,2022,DDoS,IT,73.98,953770,Insider,Weak Passwords,Firewall,54,0.804147267,High,Critical
Japan,2023,SQL Injection,Retail,42.33,643549,Nation-state,Weak Passwords,VPN,20,0.489474828,Medium,Moderate
Brazil,2022,Man-in-the-Middle,Education,77.98,899279,Insider,Zero-day,Firewall,39,0.815796798,High,Critical
India,2016,Ransomware,Education,8.55,857887,Unknown,Social Engineering,Firewall,44,0.317316059,Low,Critical
Russia,2016,Phishing,Government,30.57,503775,Unknown,Zero-day,VPN,71,0.365199085,Medium,Moderate
Japan,2015,SQL Injection,IT,36.98,452892,Unknown,Weak Passwords,VPN,17,0.394803098,Medium,Moderate
Russia,2018,Ransomware,Healthcare,24.06,327566,Unknown,Unpatched Software,AI-based Detection,6,0.266742525,Low,Moderate
Australia,2018,Ransomware,Education,50.66,851204,Insider,Zero-day,Firewall,3,0.610109906,Medium,Critical
UK,2017,Man-in-the-Middle,Government,79.27,923309,Hacker Group,Unpatched Software,Firewall,29,0.832039334,High,Critical
Brazil,2023,Phishing,Banking,71.86,151590,Nation-state,Zero-day,Antivirus,30,0.548563912,Medium,Low
UK,2022,DDoS,Education,21.01,452432,Nation-state,Unpatched Software,Firewall,8,0.282863868,Low,Moderate
Japan,2015,Ransomware,Retail,95.38,769596,Nation-state,Weak Passwords,VPN,65,0.898689874,High,Critical
Germany,2022,Phishing,Banking,14.79,407151,Unknown,Weak Passwords,Antivirus,37,0.225730253,Low,Moderate
Brazil,2023,DDoS,IT,45.97,312555,Nation-state,Social Engineering,AI-based Detection,67,0.415622919,Medium,Moderate
Brazil,2019,Man-in-the-Middle,Government,76.39,311908,Unknown,Weak Passwords,Encryption,68,0.628390045,Medium,Moderate
China,2018,Malware,Banking,68.55,59979,Insider,Zero-day,Firewall,41,0.49789826,Medium,Low
Japan,2019,Malware,IT,9.86,233545,Unknown,Zero-day,Antivirus,55,0.139115985,Low,Low
France,2020,Man-in-the-Middle,Retail,89.85,722081,Hacker Group,Zero-day,VPN,33,0.845716298,High,Moderate
Russia,2024,SQL Injection,Healthcare,76.99,873037,Nation-state,Unpatched Software,Antivirus,31,0.800990631,High,Critical
India,2022,Malware,IT,12.08,482213,Nation-state,Social Engineering,AI-based Detection,3,0.229285178,Low,Moderate
India,2020,Phishing,Education,39.72,512850,Hacker Group,Zero-day,Antivirus,15,0.431978984,Medium,Moderate
China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,Hacker Group,Zero-day,AI-based Detection,56,0.519179704,Medium,Critical
Brazil,2022,Malware,Retail,78.03,660707,Insider,Unpatched Software,Firewall,11,0.7445491,High,Moderate
USA,2021,Ransomware,Education,6.77,697935,Unknown,Social Engineering,AI-based Detection,16,0.256851691,Low,Moderate
Russia,2019,Malware,IT,71.92,500655,Nation-state,Zero-day,AI-based Detection,8,0.653741691,Medium,Moderate
USA,2020,Ransomware,IT,95.79,239343,Nation-state,Zero-day,VPN,63,0.742426177,High,Low
China,2023,Phishing,Retail,90.04,143728,Unknown,Zero-day,AI-based Detection,57,0.673477178,Medium,Low
USA,2020,Phishing,Retail,99.64,464717,Insider,Weak Passwords,VPN,27,0.83701576,High,Moderate
Russia,2018,SQL Injection,Education,1.25,351063,Nation-state,Weak Passwords,Firewall,56,0.114108231,Low,Moderate
Australia,2015,DDoS,Government,13.96,479025,Nation-state,Zero-day,Antivirus,54,0.241489745,Low,Moderate
Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22,0.258332486,Low,Critical
Russia,2021,DDoS,Education,18.47,394957,Hacker Group,Weak Passwords,Antivirus,27,0.247833294,Low,Moderate
France,2019,Phishing,Telecommunications,28.88,96640,Unknown,Social Engineering,Antivirus,60,0.231182804,Low,Low
Russia,2024,DDoS,Education,19.50,325634,Insider,Weak Passwords,Firewall,5,0.234239521,Low,Moderate
France,2023,SQL Injection,Government,29.63,662667,Hacker Group,Zero-day,VPN,30,0.406303432,Medium,Moderate
USA,2024,Phishing,IT,57.24,107681,Unknown,Zero-day,VPN,18,0.433036167,Medium,Low
Russia,2017,Phishing,Banking,3.20,982243,Insider,Zero-day,Encryption,6,0.317182735,Low,Critical
Japan,2022,SQL Injection,Government,79.19,950425,Unknown,Social Engineering,Antivirus,54,0.839617048,High,Critical
Brazil,2017,Ransomware,Education,80.50,279808,Insider,Social Engineering,Antivirus,60,0.647529406,Medium,Moderate
India,2024,SQL Injection,Telecommunications,71.20,190099,Unknown,Zero-day,AI-based Detection,15,0.555500368,Medium,Low
Brazil,2019,Malware,Government,12.04,713035,Nation-state,Social Engineering,AI-based Detection,59,0.298277035,Low,Moderate
Australia,2016,Malware,Retail,29.05,817347,Nation-state,Weak Passwords,Antivirus,68,0.448663969,Medium,Critical
Germany,2023,Ransomware,Healthcare,28.18,707214,Unknown,Weak Passwords,AI-based Detection,11,0.409521396,Medium,Moderate
UK,2016,DDoS,Retail,39.26,668780,Hacker Group,Zero-day,Firewall,33,0.475554743,Medium,Moderate
Russia,2015,DDoS,Telecommunications,57.21,609196,Unknown,Social Engineering,VPN,4,0.583335582,Medium,Moderate
USA,2021,Man-in-the-Middle,Telecommunications,83.88,980367,Nation-state,Unpatched Software,Firewall,3,0.881436211,High,Critical
Russia,2022,Man-in-the-Middle,IT,84.10,919858,Nation-state,Unpatched Software,Encryption,47,0.864817037,High,Critical
France,2017,DDoS,Healthcare,39.49,195459,Hacker Group,Weak Passwords,Encryption,14,0.335116756,Medium,Low
Russia,2015,Man-in-the-Middle,Government,46.76,713342,Unknown,Weak Passwords,Encryption,36,0.541433475,Medium,Moderate
UK,2019,DDoS,Banking,80.68,19007,Nation-state,Unpatched Software,VPN,29,0.570520664,Medium,Low
China,2022,Ransomware,Government,86.56,963091,Insider,Zero-day,VPN,37,0.895013395,High,Critical
UK,2017,Malware,Government,66.25,726887,Hacker Group,Social Engineering,Firewall,13,0.681942103,High,Moderate
Russia,2021,DDoS,IT,78.76,130413,Unknown,Social Engineering,Encryption,66,0.590513323,Medium,Low
Germany,2017,Malware,Banking,97.68,906914,Hacker Group,Zero-day,AI-based Detection,15,0.956001926,High,Critical
China,2020,Ransomware,IT,14.94,557218,Nation-state,Zero-day,Firewall,70,0.271816897,Low,Moderate
Russia,2018,SQL Injection,Banking,59.29,380543,Unknown,Weak Passwords,VPN,26,0.529276092,Medium,Moderate
UK,2022,Malware,Retail,39.55,337363,Insider,Social Engineering,VPN,2,0.378123543,Medium,Moderate
China,2018,DDoS,IT,14.04,803086,Nation-state,Social Engineering,VPN,23,0.339303599,Medium,Critical
China,2024,Man-in-the-Middle,IT,63.79,195858,Hacker Group,Zero-day,Encryption,1,0.505353512,Medium,Low
India,2019,Malware,Banking,37.03,358371,Insider,Weak Passwords,AI-based Detection,30,0.36678648,Medium,Moderate
Australia,2019,Phishing,Retail,9.12,212267,Insider,Zero-day,Antivirus,14,0.127549736,Low,Low
France,2021,Man-in-the-Middle,Healthcare,52.04,757744,Nation-state,Zero-day,Antivirus,43,0.591722635,Medium,Moderate
Japan,2017,Ransomware,Retail,59.13,747705,Insider,Unpatched Software,VPN,47,0.638344799,Medium,Moderate
USA,2024,Phishing,Telecommunications,64.67,996651,Hacker Group,Weak Passwords,Encryption,69,0.751839747,High,Critical
UK,2015,Ransomware,Government,52.78,281905,Insider,Social Engineering,VPN,32,0.45409933,Medium,Moderate
Brazil,2019,Man-in-the-Middle,Healthcare,7.44,739981,Unknown,Social Engineering,Antivirus,54,0.274160566,Low,Moderate
France,2016,SQL Injection,Telecommunications,47.19,554448,Hacker Group,Social Engineering,Antivirus,31,0.496758171,Medium,Moderate
USA,2016,Ransomware,Healthcare,99.19,745103,Insider,Unpatched Software,Encryption,8,0.918011959,High,Moderate
India,2015,DDoS,Healthcare,10.94,600279,Insider,Unpatched Software,AI-based Detection,16,0.256737113,Low,Moderate
Russia,2016,Man-in-the-Middle,IT,48.86,973654,Unknown,Unpatched Software,Encryption,23,0.634257059,Medium,Critical
China,2016,DDoS,Telecommunications,80.48,78123,Hacker Group,Social Engineering,Antivirus,50,0.586861799,Medium,Low
UK,2015,Man-in-the-Middle,Government,69.96,675955,Insider,Zero-day,Antivirus,60,0.692629521,High,Moderate
China,2016,DDoS,IT,18.96,122866,Insider,Unpatched Software,VPN,46,0.169606532,Low,Low
Russia,2018,Ransomware,Education,66.33,177570,Nation-state,Social Engineering,Encryption,72,0.517646887,Medium,Low
France,2024,Man-in-the-Middle,Retail,60.40,774913,Unknown,Unpatched Software,Antivirus,43,0.655401068,Medium,Critical
China,2024,Phishing,IT,24.92,852327,Unknown,Zero-day,VPN,44,0.43024891,Medium,Critical
Australia,2019,DDoS,IT,32.06,775033,Hacker Group,Zero-day,Antivirus,8,0.457037241,Medium,Critical
China,2022,Phishing,Telecommunications,71.77,823093,Insider,Zero-day,Firewall,36,0.749458306,High,Critical
France,2018,Phishing,Government,70.59,947445,Insider,Social Engineering,Encryption,59,0.778516701,High,Critical
Japan,2018,DDoS,IT,75.34,972713,Unknown,Unpatched Software,Encryption,71,0.819353194,High,Critical
France,2023,Malware,Banking,9.99,116840,Unknown,Zero-day,Firewall,51,0.105001792,Low,Low
USA,2021,Ransomware,Telecommunications,91.94,710953,Unknown,Zero-day,Firewall,9,0.857008142,High,Moderate
Russia,2015,DDoS,IT,66.09,467190,Nation-state,Social Engineering,AI-based Detection,25,0.602884444,Medium,Moderate
Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15,0.629447852,Medium,Moderate
Australia,2018,SQL Injection,Banking,40.11,874040,Unknown,Social Engineering,Firewall,6,0.543105822,Medium,Critical
Australia,2022,SQL Injection,Healthcare,60.71,8498,Nation-state,Weak Passwords,VPN,17,0.427562832,Medium,Low
USA,2016,DDoS,IT,18.48,112881,Hacker Group,Social Engineering,VPN,32,0.163249602,Low,Low
Japan,2018,DDoS,IT,9.90,942725,Insider,Zero-day,VPN,56,0.352227697,Medium,Critical
France,2024,Phishing,Education,52.03,168684,Nation-state,Unpatched Software,VPN,27,0.414870102,Medium,Low
Japan,2018,DDoS,Telecommunications,25.06,559274,Hacker Group,Social Engineering,Firewall,27,0.343281007,Medium,Moderate
UK,2016,Phishing,Retail,13.68,144856,Unknown,Unpatched Software,Antivirus,13,0.139242244,Low,Low
Japan,2015,Malware,Banking,2.63,418914,Nation-state,Unpatched Software,Firewall,53,0.144131929,Low,Moderate
Brazil,2024,Phishing,Retail,88.47,842945,Hacker Group,Weak Passwords,Firewall,67,0.872327771,High,Critical
UK,2022,DDoS,Government,50.04,841198,Unknown,Zero-day,VPN,41,0.602766576,Medium,Critical
Germany,2024,Phishing,Government,19.52,50054,Insider,Unpatched Software,Antivirus,24,0.151675348,Low,Low
Brazil,2020,DDoS,Telecommunications,4.52,52302,Unknown,Social Engineering,VPN,58,0.047339493,Low,Low
India,2015,Man-in-the-Middle,Banking,97.28,694308,Nation-state,Weak Passwords,VPN,66,0.889396557,High,Moderate
China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53,0.59486046,Medium,Moderate
Germany,2018,SQL Injection,Retail,46.34,575379,Unknown,Zero-day,AI-based Detection,35,0.497089168,Medium,Moderate
Russia,2023,Man-in-the-Middle,IT,26.45,850714,Hacker Group,Unpatched Software,Encryption,6,0.440475904,Medium,Critical
Germany,2023,SQL Injection,Healthcare,14.12,403325,Hacker Group,Weak Passwords,AI-based Detection,35,0.219891565,Low,Moderate
Brazil,2022,Phishing,Education,80.99,345577,Insider,Unpatched Software,Encryption,4,0.670697653,Medium,Moderate
Australia,2017,Man-in-the-Middle,IT,30.51,428352,Hacker Group,Unpatched Software,Firewall,41,0.342143881,Medium,Moderate
Brazil,2023,Phishing,Banking,69.45,852592,Nation-state,Zero-day,AI-based Detection,12,0.742069613,High,Critical
USA,2019,SQL Injection,Education,78.12,36804,Unknown,Weak Passwords,VPN,30,0.557939921,Medium,Low
Brazil,2020,Phishing,Telecommunications,92.63,725707,Hacker Group,Weak Passwords,AI-based Detection,9,0.866266441,High,Moderate
Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16,0.476777291,Medium,Critical
Russia,2017,Man-in-the-Middle,Retail,17.22,242574,Nation-state,Social Engineering,Encryption,59,0.193350827,Low,Low
USA,2021,SQL Injection,Education,45.52,838652,Unknown,Social Engineering,Encryption,20,0.570359333,Medium,Critical
Japan,2018,DDoS,Telecommunications,99.04,389405,Nation-state,Weak Passwords,Antivirus,53,0.81021349,High,Moderate
Russia,2022,Phishing,Telecommunications,56.44,359577,Unknown,Zero-day,Encryption,38,0.503032,Medium,Moderate
India,2022,Man-in-the-Middle,Telecommunications,73.24,943689,Insider,Zero-day,Firewall,32,0.795941345,High,Critical
Brazil,2024,SQL Injection,Education,14.69,783795,Insider,Weak Passwords,AI-based Detection,43,0.338064641,Medium,Critical
Germany,2017,DDoS,Healthcare,72.05,263506,Insider,Zero-day,Encryption,49,0.583481104,Medium,Moderate
Australia,2020,DDoS,Telecommunications,20.59,457184,Insider,Social Engineering,VPN,11,0.281349694,Low,Moderate
India,2019,SQL Injection,Banking,68.44,186842,Nation-state,Zero-day,VPN,40,0.535200979,Medium,Low
UK,2018,DDoS,Banking,8.81,198929,Nation-state,Weak Passwords,AI-based Detection,41,0.121376658,Low,Low
Japan,2018,SQL Injection,Retail,51.58,65700,Hacker Group,Zero-day,Encryption,28,0.380813306,Medium,Low
Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65,0.613645335,Medium,Low
Australia,2015,DDoS,Telecommunications,14.55,470471,Nation-state,Unpatched Software,VPN,53,0.243053021,Low,Moderate
China,2021,Malware,Retail,20.52,33426,Unknown,Social Engineering,Antivirus,16,0.153685827,Low,Low
Russia,2024,Malware,Education,83.29,143037,Insider,Unpatched Software,Firewall,47,0.626015077,Medium,Low
Germany,2022,Ransomware,Telecommunications,79.77,151930,Unknown,Zero-day,Encryption,4,0.604041487,Medium,Low
China,2018,Malware,Education,97.20,499651,Nation-state,Zero-day,Encryption,50,0.830418079,High,Moderate
Brazil,2017,DDoS,Education,41.63,249211,Insider,Zero-day,AI-based Detection,59,0.366229742,Medium,Low
Germany,2024,SQL Injection,IT,1.01,470074,Insider,Weak Passwords,Encryption,9,0.148144399,Low,Moderate
Japan,2015,Phishing,Banking,87.50,429920,Nation-state,Zero-day,Encryption,37,0.74158435,High,Moderate
Australia,2019,SQL Injection,Healthcare,0.75,269314,Unknown,Social Engineering,VPN,64,0.086074226,Low,Moderate
UK,2019,Man-in-the-Middle,Healthcare,37.16,696199,Nation-state,Weak Passwords,Encryption,42,0.469081976,Medium,Moderate
Russia,2020,Phishing,Banking,98.38,355505,Nation-state,Unpatched Software,AI-based Detection,35,0.795419315,High,Moderate
Australia,2023,DDoS,IT,55.94,890234,Nation-state,Unpatched Software,VPN,53,0.658786878,Medium,Critical
Brazil,2019,Ransomware,Telecommunications,23.63,581616,Insider,Social Engineering,Encryption,1,0.339975053,Medium,Moderate
China,2021,SQL Injection,IT,39.44,155768,Nation-state,Social Engineering,AI-based Detection,19,0.322855074,Low,Low
Australia,2024,Malware,Telecommunications,83.69,824298,Nation-state,Unpatched Software,Firewall,4,0.833268282,High,Critical
UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71,0.265963399,Low,Low
Brazil,2019,Ransomware,Banking,10.10,47737,Hacker Group,Social Engineering,Encryption,69,0.0850334,Low,Low
Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10,0.611359834,Medium,Critical
Russia,2021,Man-in-the-Middle,Banking,18.66,292992,Insider,Zero-day,Encryption,15,0.218562758,Low,Moderate
Germany,2024,Malware,Telecommunications,79.72,639779,Nation-state,Zero-day,Antivirus,6,0.750099591,High,Moderate
Australia,2019,DDoS,Banking,29.85,949862,Hacker Group,Weak Passwords,Firewall,25,0.494033545,Medium,Critical
USA,2021,Phishing,Healthcare,0.92,260396,Hacker Group,Zero-day,Antivirus,16,0.084587968,Low,Moderate
Australia,2024,Phishing,IT,92.48,215376,Nation-state,Social Engineering,Firewall,18,0.712061135,High,Low
France,2016,DDoS,Telecommunications,20.09,689397,Insider,Social Engineering,AI-based Detection,68,0.347538681,Medium,Moderate
Brazil,2016,SQL Injection,Education,16.24,238092,Nation-state,Zero-day,AI-based Detection,32,0.18514505,Low,Low
India,2019,Phishing,Banking,18.42,289539,Nation-state,Unpatched Software,Antivirus,27,0.215846311,Low,Moderate
Russia,2020,DDoS,Healthcare,49.02,382327,Insider,Zero-day,VPN,30,0.457914298,Medium,Moderate
Australia,2018,Phishing,Government,12.43,605810,Unknown,Zero-day,Firewall,41,0.268828062,Low,Moderate
Australia,2019,DDoS,Banking,1.27,588345,Insider,Unpatched Software,Firewall,49,0.185458836,Low,Moderate
UK,2019,Phishing,Government,21.58,831367,Insider,Social Engineering,Antivirus,55,0.400576275,Medium,Critical
Brazil,2019,Man-in-the-Middle,Banking,14.64,880671,Hacker Group,Social Engineering,Firewall,66,0.366788018,Medium,Critical
France,2023,DDoS,Retail,92.32,418211,Insider,Unpatched Software,Encryption,39,0.771813741,High,Moderate
France,2022,Man-in-the-Middle,Retail,31.40,264380,Insider,Zero-day,VPN,37,0.299164942,Low,Moderate
